pop,author,species,class,lat,lon,geo_meth,num_individuals,gene_diversity,allelic_richness,global_fst,urban,popden,hfi,num_loci,Ne,Ne_lower,Ne_upper
Marrotte_L5,Marrotte,Lynx_canadensis,mammal,47.553187,-82.967045,coordinates,22,0.718371,4.531755,0.017697,0,1.039999962,9.694029851,14,NA,74.6,NA
Marrotte_L6,Marrotte,Lynx_canadensis,mammal,49.872743,-93.072653,coordinates,24,0.72329,4.677029,0.014608,0,1.719999949,12.33684211,14,56.4,26.9,604.3
Marrotte_L7,Marrotte,Lynx_canadensis,mammal,50.105475,-86.472718,coordinates,35,0.733319,4.710695,0.003618,0,1.039999962,10.76573427,14,74.6,40,271.1
Marrotte_L8,Marrotte,Lynx_canadensis,mammal,47.546454,-81.543371,coordinates,15,0.710092,4.661292,0.015433,0,1.039999962,15.11254613,14,30.2,14.1,250.8
Marrotte_L9,Marrotte,Lynx_canadensis,mammal,50.049327,-84.228735,coordinates,25,0.736602,4.66658,-0.001623,0,1.039999962,11.30526316,14,40.6,21.6,145.4
Marrotte_S1,Marrotte,Glaucomys_volans,mammal,45.550542,-78.609199,coordinates,22,0.780633,5.318598,0.003386,0,1.039999962,8.135396518,7,NA,35.1,NA
Marrotte_S2,Marrotte,Glaucomys_volans,mammal,46.000525,-78.839275,coordinates,6,0.654504,6.608225,0.102205,0,1.039999962,7.647619048,7,NA,5.9,NA
Marrotte_S3,Marrotte,Glaucomys_volans,mammal,45.170522,-78.849138,coordinates,33,0.781226,5.243521,0.013235,0,4.78333346,12.62475822,7,62.6,16.3,NA
Marrotte_S4,Marrotte,Glaucomys_volans,mammal,44.680572,-78.339046,coordinates,60,0.799742,5.563643,-0.005555,0,6.105000019,14.74174757,7,34.3,18.1,85.2
Marrotte_S5,Marrotte,Glaucomys_volans,mammal,46.40052,-78.929354,coordinates,11,0.726947,4.917196,0.036909,0,1.039999962,16.80075901,7,NA,5.3,NA
Marrotte_S6,Marrotte,Glaucomys_volans,mammal,44.570552,-78.499032,coordinates,120,0.80834,5.513796,-0.012514,1,33.58999968,30.10311284,7,23.5,16.4,33.8
Marrotte_S7,Marrotte,Glaucomys_volans,mammal,42.520284,-81.628722,coordinates,11,0.704462,4.802897,0.069086,1,6.105000019,53.83828383,7,NA,7.2,NA
Marrotte_S8,Marrotte,Glaucomys_volans,mammal,45.170522,-78.849138,coordinates,15,0.763896,5.118879,0.011406,0,4.78333346,12.62475822,7,20.2,3.1,NA
MB,Rico,Taxidea_taxus,mammal,49.405748,-98.106052,ARCgeoref,48,0.796404,5.095177,-0.00383,0,2.069999933,32.85409253,20,NA,NA,NA
MB09,Puckett,Ursus_americanus,mammal,51.266539,-98.380084,averagedindividualcoords,9,0.77572,5.352956,0.035344,0,1.039999962,28.6483705,15,72.2,18.8,NA
ME10,Puckett,Ursus_americanus,mammal,45.064034,-68.919862,averagedindividualcoords,10,0.816909,5.256961,0.025239,0,12.21000004,25.01151631,15,NA,65.6,NA
Miller_arcticola,Miller,Calidris_alpina,bird,70.479478,-150.418254,coordinates,144,0.541311,3.210689,0.051921,0,1.039999962,12,8,244.9,89.9,NA
Miller_CE_owl,Miller,Strix_occidentalis,bird,47.220119,-120.905402,averagedindividualcoords,39,0.725149,4.227728,0.019407,1,3.079999924,33.56635514,10,139,47.6,NA
Miller_CR_owl,Miller,Strix_occidentalis,bird,42.604251,-122.315384,averagedindividualcoords,29,0.744892,4.50872,-0.001317,0,1.039999962,6.412825651,10,154.3,43.3,NA
Miller_HU_owl,Miller,Strix_occidentalis,bird,41.107918,-123.974879,averagedindividualcoords,18,0.740895,4.556611,-0.006003,0,4.610000134,16.906639,10,28.3,14,117.5
Miller_hudsonia,Miller,Calidris_alpina,bird,63.91,-89.4,coordinates,16,0.519043,3.095835,0.064856,0,0,6,8,NA,245.7,NA
Miller_KL_owl,Miller,Strix_occidentalis,bird,41.881459,-122.216171,averagedindividualcoords,10,0.695531,4.152963,0.034927,0,1.554999948,15.46138211,10,10.2,3.1,60
Miller_MC_owl,Miller,Strix_occidentalis,bird,44.210627,-123.697253,averagedindividualcoords,44,0.702926,4.152223,0.053926,0,2.069999933,13.02156863,10,115.1,49.1,NA
Miller_MWC_owl,Miller,Strix_occidentalis,bird,44.187254,-122.18976,averagedindividualcoords,28,0.734074,4.494905,0.009056,0,2.069999933,16.63654224,10,NA,135.3,NA
Miller_NC_owl,Miller,Strix_occidentalis,bird,45.26369,-123.670076,averagedindividualcoords,12,0.656092,3.967013,0.093647,0,8.390000105,15.10095238,10,18.6,6.4,NA
Miller_num_owl,Miller,Strix_occidentalis,bird,40.776795,-122.774451,averagedindividualcoords,119,0.764189,4.624481,-0.016615,0,2.069999933,13.2966805,10,78.2,58,110.8
Miller_NWC_owl,Miller,Strix_occidentalis,bird,44.653778,-122.439406,averagedindividualcoords,14,0.686803,4.264012,0.056887,0,2.399999936,11.66342412,10,NA,64.6,NA
Miller_pacifica,Miller,Calidris_alpina,bird,60.252,-163.968,coordinates,76,0.547189,3.263587,0.038629,0,1.039999962,4.84109589,8,251.9,50.9,NA
Miller_QL_owl,Miller,Strix_occidentalis,bird,47.86579,-123.115051,averagedindividualcoords,7,0.667347,3.973127,0.046157,0,3.079999924,15.69485294,10,NA,9.5,NA
Miller_QN_owl,Miller,Strix_occidentalis,bird,47.478288,-123.747533,averagedindividualcoords,12,0.703992,4.257672,0.016347,0,2.069999933,15.99259259,10,NA,41.2,NA
Miller_RM,MillerJM,Ovis_canadensis,mammal,52.133333,-115.133333,coordinates,276,0.671692,4.032559,NA,0,1.039999962,20.22108844,208,24.2,24,24.4
Miller_SC_owl,Miller,Strix_occidentalis,bird,43.529205,-123.56548,averagedindividualcoords,30,0.737117,4.407349,0.000496,0,5.72599988,21.31755424,10,49.9,25.6,205.1
Miller_SIS_owl,Miller,Strix_occidentalis,bird,42.218984,-123.224338,averagedindividualcoords,8,0.669531,4.006294,0.057546,0,9.130000114,21.01425662,10,NA,19.5,NA
Miller_SUM_owl,Miller,Strix_occidentalis,bird,42.797877,-122.926268,averagedindividualcoords,8,0.718989,4.403409,-0.011834,0,5.610000134,15.64870259,10,NA,10,NA
Miller_WC_owl,Miller,Strix_occidentalis,bird,47.014394,-121.585069,averagedindividualcoords,13,0.726958,4.383252,-0.004595,0,1.245999956,9.390740741,10,61.9,14.9,NA
Miller_WS_owl,Miller,Strix_occidentalis,bird,44.881379,-121.646837,averagedindividualcoords,14,0.700082,4.471742,0.034872,0,1.039999962,9.794970986,10,63.5,16.5,NA
Miller_YA_owl,Miller,Strix_occidentalis,bird,46.198851,-121.158514,averagedindividualcoords,18,0.682654,3.967734,0.061269,0,1.039999962,9.015151515,10,34.8,13.8,NA
MIlp20,Puckett,Ursus_americanus,mammal,44.395949,-84.588786,averagedindividualcoords,10,0.784,4.80275,0.072597,1,16.33666674,31.45490196,15,NA,94.5,NA
MIS_10,TaylorandHoffmann,Peromyscus_leucopus,mammal,44.2362,-84.8516,coordinates,11,0.824343,6.007926,0.043994,1,9.665000081,30.5739645,10,25,7.2,NA
MIup10,Puckett,Ursus_americanus,mammal,46.387369,-87.420729,averagedindividualcoords,10,0.798091,4.98862,0.051568,1,19.1699996,44.67043315,15,98.8,19.1,NA
MM101,Epps,Ovis_canadensis,mammal,35.0946,-115.786263,PolygonCentroidCoordinates,73,0.550979,3.004155,0.204647,0,1.039999962,8.116853933,16,66.3,45.9,106
MN30,Puckett,Ursus_americanus,mammal,47.609244,-94.849812,averagedindividualcoords,28,0.772868,4.932037,0.075472,1,19.92000017,35.62592593,15,207.8,61.5,NA
MO98,Puckett,Ursus_americanus,mammal,36.997349,-92.583672,averagedindividualcoords,39,0.677395,3.627874,0.193522,1,21.5766662,26.7167756,15,3.6,3.1,4.7
Montane_DurbanJackson,DurbanJackson,Charadrius_montanus,bird,39.331434,-106.034446,coordinates,15,0.465597,2.810352,0.031088,1,2.057500005,21.07352941,14,NA,16.7,NA
Moore_MichiganLP,Moore,Ursus_americanus,mammal,44.83748,-84.31702,averagedindividualcoords,2444,0.781356,4.835754,NA,0,9.412500024,23.58880309,12,151.4,133.8,170.5
MountainLakeBiolStat_VA,Liebgold,Junco_hyemalis,bird,37.37308,-80.51794,googlemaps,602,0.828973,6.029126,NA,0,10.19999981,27.39956803,7,920.1,333.2,NA
MR_19,TaylorandHoffmann,Peromyscus_leucopus,mammal,40.5237,-84.5754,coordinates,20,0.787574,5.553669,0.105433,1,63.38250065,54.68958333,10,221.3,31.8,NA
MT30,Puckett,Ursus_americanus,mammal,47.039275,-112.346172,averagedindividualcoords,28,0.801513,4.824105,0.077186,0,1.45199995,9.872659176,15,188.2,46.4,NA
MZ92,Puckett,Ursus_americanus,mammal,36.95654,-92.069149,averagedindividualcoords,28,0.75733,4.558215,0.09343,0,9.3974998,21.87391304,15,16.1,12.2,21.8
N101BDM,Serieys,Lynx_rufus,mammal,34.18711,-118.80189,averagedindividualcoords,141,0.729474,4.174684,0.0045,1,340.5049973,57.01809955,9,68,48.2,100.8
N101PM,Serieys,Lynx_rufus,mammal,34.178,-118.79339,averagedindividualcoords,51,0.669503,3.750985,0.080531,1,340.5049973,56.49773756,9,15.6,10.7,23
National__Bison_Range_Cronin_PBWB,Cronin,Bison_bison,mammal,47.37713,-114.2598,googlemaps,24,0.484151,2.998594,0.085638,0,3.416666667,31.26815642,29,437.9,71.6,NA
NB179,Epps,Ovis_canadensis,mammal,34.827318,-116.003266,PolygonCentroidCoordinates,56,0.64026,3.475959,0.073681,0,1.039999962,5.716216216,16,61.3,40.6,106.9
NBC_Lait,Lait,Poecile_hudsonicus,bird,58.45,-130.05,coordinates,22,0.822486,5.824439,0.024998,0,1.039999962,20.43930636,6,16.5,6.7,75.7
NBR,MillerJM,Ovis_canadensis,mammal,47.380846,-114.2598,googlemaps,216,0.6601562,3.681174,NA,0,3.416666667,31.23076923,210,14.6,14.4,14.7
NCC34,Puckett,Ursus_americanus,mammal,35.522703,-76.560172,averagedindividualcoords,14,0.783676,4.692753,0.083558,0,7.014999866,33.70434783,15,131.1,21.9,NA
NCMt18,Puckett,Ursus_americanus,mammal,35.4573,-82.921572,averagedindividualcoords,17,0.793248,4.844371,0.078186,1,26.87999916,34.12168142,15,NA,124,NA
NE145,Epps,Ovis_canadensis,mammal,34.720482,-116.701293,PolygonCentroidCoordinates,39,0.480786,2.540699,0.30154,0,2.057500005,10.1409396,16,19.4,12.6,31.6
NL_Lait,Lait,Poecile_hudsonicus,bird,49.3,-57.22,coordinates,34,0.834178,5.754233,0.01912,0,1.039999962,17.72629696,6,NA,44.5,NA
NM11,Puckett,Ursus_americanus,mammal,35.183572,-106.534142,averagedindividualcoords,11,0.629091,3.586699,0.295941,1,1065.889984,65.92170022,15,17.5,5.9,NA
NON_Lait,Lait,Poecile_hudsonicus,bird,54.4,-84.66,coordinates,10,0.767873,5.910911,0.043741,0,1.039999962,0,6,NA,4,NA
Northern_DurbanJackson,DurbanJackson,Charadrius_montanus,bird,47.883867,-107.91237,coordinates,21,0.509688,2.904734,-0.049239,0,1.039999962,3.700367647,14,52.7,16.3,NA
Northrup_NM,Northrup,Odocoileus_hemionus,mammal,39.955,-108.181,ARCgeoref,30,0.652073,4.02843,0.007015,0,1.039999962,9.839583333,18,121.3,54.9,NA
Northrup_NR,Northrup,Odocoileus_hemionus,mammal,40.039,-108.131,ARCgeoref,31,0.659603,4.078429,-0.003735,0,1.039999962,8.887029289,18,70.9,39.3,231.3
Northrup_RG,Northrup,Odocoileus_hemionus,mammal,39.920631,-108.298113,ARCgeoref,44,0.649208,3.97507,0.016375,0,1.039999962,10.50630252,18,138,70.8,780.5
Northrup_SM,Northrup,Odocoileus_hemionus,mammal,39.874,-108.206,ARCgeoref,30,0.656586,3.969211,0.000403,0,1.039999962,10.62004175,18,583.9,89.3,NA
NQC_Lait,Lait,Poecile_hudsonicus,bird,53.29,-76.62,coordinates,10,0.755833,9.625972,0.051189,0,1.039999962,1.060556465,6,NA,10.3,NA
NSNB_Lait,Lait,Poecile_hudsonicus,bird,46.07,-64.72,coordinates,19,0.858033,6.483135,-0.020889,1,103.375,61.64952381,6,NA,25.7,NA
NY_Lait,Lait,Poecile_hudsonicus,bird,44.08,-74.43,coordinates,5,0.712708,12.666667,0.072441,0,1.039999962,14.7007874,6,NA,2.6,NA
NY507,Puckett,Ursus_americanus,mammal,44.190625,-74.029873,averagedindividualcoords,7,0.735738,4.936397,0.064987,1,16.27000014,29.58153242,15,NA,23.6,NA
NYBG,MunshiSouth,Peromyscus_leucopus,mammal,40.862464,-73.87724,googlemaps,33,0.815718,5.551295,0.083747,1,10000,93.00266667,18,17.9,14.4,22.4
OE117,Epps,Ovis_canadensis,mammal,35.254359,-115.791015,PolygonCentroidCoordinates,26,0.54576,3.125164,0.202178,0,1.039999962,8.153674833,16,28,16.2,64
OK_Pop2,Athrey,Vireo_atricapilla,bird,34.627,-97.829,ARCgeoref,33,0.743292,4.850608,0.04415,0,12.03999996,30.14027149,9,118.7,35.5,NA
OKOu62,Puckett,Ursus_americanus,mammal,34.646931,-95.147998,averagedindividualcoords,57,0.732224,4.341729,0.081173,0,2.069999933,15.00447427,15,113.7,69.6,253.6
OKOz79,Puckett,Ursus_americanus,mammal,35.655262,-94.767655,averagedindividualcoords,17,0.752018,4.55624,0.036314,0,11.38750005,31.41019956,15,12,8.6,17.3
OldOak,MunshiSouth,Peromyscus_leucopus,mammal,40.853417,-73.83322,googlemaps,14,0.771596,5.337445,0.112399,1,10000,90.56765677,18,42.6,19.3,4729.8
ON,Rico,Taxidea_taxus,mammal,43.623516,-80.137464,ARCgeoref,19,0.428631,2.520791,0.450466,1,86.59999657,46.33665339,20,12.3,7.4,22.2
ON93,Puckett,Ursus_americanus,mammal,47.705973,-85.725038,averagedindividualcoords,51,0.796706,5.143528,0.054086,0,0.519999981,6,15,30,23.6,39.2
OR10,Puckett,Ursus_americanus,mammal,44.765762,-121.482156,averagedindividualcoords,9,0.764666,4.65004,0.090253,0,2.069999933,11.45945946,15,48,11.7,NA
OS_9,TaylorandHoffmann,Peromyscus_leucopus,mammal,45.2555,-84.4117,coordinates,10,0.838302,6.463182,0.022188,0,5.110000134,14.00380952,10,114.5,17.6,NA
OT_11,TaylorandHoffmann,Peromyscus_leucopus,mammal,45.1099,-84.4132,coordinates,12,0.857262,6.672973,0.00946,0,4.860000134,14.83752418,10,NA,15.2,NA
Ozer_Mainland,Ozer,Peromyscus_maniculatus,mammal,34.085739,-119.06094,googlemaps,31,0.801897,5.380992,NA,1,62.40999985,41.67955801,10,15.1,9.4,26.6
P01_Latch,Latch,Odocoileus_hemionus,mammal,52.737899,-111.070999,coordinates,29,0.683056,3.898587,0.016828,0,1.039999962,19.01324503,10,33.4,18,95.4
P02_Latch,Latch,Odocoileus_hemionus,mammal,49.6856,-114.210998,coordinates,29,0.661474,3.865925,0.047891,0,1.039999962,18.47593583,10,184.7,37.6,NA
P03_Latch,Latch,Odocoileus_hemionus,mammal,57.642799,-134.869995,coordinates,44,0.195226,1.647894,0.720607,0,1.039999962,8.859060403,10,NA,NA,NA
P04_Latch,Latch,Odocoileus_hemionus,mammal,57.121498,-153.725997,coordinates,175,0.296509,1.838648,0.579332,0,0.831999969,7.642023346,10,NA,148.3,NA
P05_Latch,Latch,Odocoileus_hemionus,mammal,55.839,-132.854003,coordinates,35,0.303918,2.031561,0.563744,0,1.039999962,10.71472393,10,25.2,5.4,NA
P06_Latch,Latch,Odocoileus_hemionus,mammal,34.456298,-113.190002,coordinates,14,0.632143,3.699015,0.07268,0,1.039999962,8.785234899,10,223.9,17.5,NA
P07_Latch,Latch,Odocoileus_hemionus,mammal,33.938301,-111.301002,coordinates,23,0.624767,3.633422,0.096271,0,1.039999962,9.740406321,10,202.7,29.2,NA
P08_Latch,Latch,Odocoileus_hemionus,mammal,31.4713,-109.589996,coordinates,30,0.606039,3.549118,0.127774,0,3.075000048,28.6,10,NA,51,NA
P09_Latch,Latch,Odocoileus_hemionus,mammal,32.075298,-111.164001,coordinates,28,0.588229,3.153447,0.15244,1,6.77000014,22.60930233,10,57.9,20,NA
P10_Latch,Latch,Odocoileus_hemionus,mammal,35.2117,-111.733001,coordinates,26,0.636051,3.681664,0.082056,1,108.8600001,29.29017857,10,375.1,32.3,NA
P11_Latch,Latch,Odocoileus_hemionus,mammal,36.3866,-111.936996,coordinates,30,0.653373,3.440148,0.060035,0,1.039999962,13.65198238,10,102.5,30.7,NA
P12_Latch,Latch,Odocoileus_hemionus,mammal,33.431301,-113.755996,coordinates,30,0.607944,3.440149,0.125453,0,1.039999962,1.309954751,10,554.1,44.5,NA
P16_Latch,Latch,Odocoileus_hemionus,mammal,52.358798,-126.045997,coordinates,18,0.605556,3.294642,0.118933,0,1.039999962,15.58892617,10,26.4,10.4,NA
P18_Latch,Latch,Odocoileus_hemionus,mammal,49.136901,-123.856002,coordinates,27,0.374948,2.267845,0.45959,1,349.2599878,66.22421525,10,23,6.2,NA
P19_Latch,Latch,Odocoileus_hemionus,mammal,51.789299,-121.594001,coordinates,28,0.650846,3.840268,0.062472,0,1.039999962,13.81512605,10,44.9,19.4,1102.5
P20_Latch,Latch,Odocoileus_hemionus,mammal,49.430999,-120.166,coordinates,20,0.650367,3.657747,0.055993,0,2.231666605,17.2455516,10,NA,101.9,NA
P21_Latch,Latch,Odocoileus_hemionus,mammal,48.870201,-124.103996,coordinates,30,0.477025,2.896253,0.313766,1,5.610000134,22.0631769,10,23.4,9.1,131
P22_Latch,Latch,Odocoileus_hemionus,mammal,37.102401,-119.251998,coordinates,23,0.70647,4.203665,-0.021894,0,1.039999962,15.79868709,10,285.5,34.1,NA
P23_Latch,Latch,Odocoileus_hemionus,mammal,32.9407,-114.859001,coordinates,30,0.561222,2.966397,0.192664,0,1.039999962,11.71981777,10,9.9,4.9,17.3
P25_Latch,Latch,Odocoileus_hemionus,mammal,37.881401,-118.926002,coordinates,25,0.6804,3.93504,0.017894,0,1.039999962,12.97222222,10,256.9,35.1,NA
P26_Latch,Latch,Odocoileus_hemionus,mammal,35.756599,-120.922996,coordinates,25,0.703223,4.22114,-0.015144,0,8.18999958,19.20575221,10,171.1,36.7,NA
P27_Latch,Latch,Odocoileus_hemionus,mammal,37.167198,-117.872001,coordinates,20,0.671185,3.794853,0.026093,0,1.039999962,6.131004367,10,112.8,24.9,NA
P29_Latch,Latch,Odocoileus_hemionus,mammal,38.622798,-121.276,coordinates,7,0.592857,3.953546,0.09686,1,1213.539993,75.60042283,10,1.1,0.7,1.9
P30_Latch,Latch,Odocoileus_hemionus,mammal,33.1011,-116.580001,coordinates,28,0.674871,3.732582,0.027926,0,4.110000134,15.91898148,10,46.5,20.7,602.8
P31_Latch,Latch,Odocoileus_hemionus,mammal,35.016101,-118.746002,coordinates,30,0.686603,4.081275,0.012227,0,5.110000134,9.415178571,10,101.9,35.8,NA
P32_Latch,Latch,Odocoileus_hemionus,mammal,39.852001,-122.532997,coordinates,10,0.663765,4.214341,0.009032,0,1.039999962,10.63157895,10,NA,12.5,NA
P34_Latch,Latch,Odocoileus_hemionus,mammal,37.346401,-107.925003,coordinates,29,0.66967,3.979318,0.03589,1,23.62250018,34.85344828,10,NA,100.2,NA
P35_Latch,Latch,Odocoileus_hemionus,mammal,40.562599,-102.483001,coordinates,26,0.622023,3.693096,0.102783,0,2.064999938,15.541841,10,49,17.4,NA
P37_Latch,Latch,Odocoileus_hemionus,mammal,44.013,-116.119003,coordinates,25,0.623162,3.657638,0.100363,0,2.069999933,20.52941176,10,152.9,29.1,NA
P38_Latch,Latch,Odocoileus_hemionus,mammal,42.5904,-112.103996,coordinates,28,0.645891,3.812443,0.069553,0,3.079999924,22.1746988,10,264.6,41.3,NA
P39_Latch,Latch,Odocoileus_hemionus,mammal,38.265701,-99.576499,coordinates,31,0.611186,3.675373,0.12127,0,1.039999962,14.98501071,10,NA,NA,NA
P40_Latch,Latch,Odocoileus_hemionus,mammal,39.753898,-98.903396,coordinates,27,0.601082,3.599793,0.133273,0,1.383333286,20.02941176,10,38.6,15.9,3582.4
P41_Latch,Latch,Odocoileus_hemionus,mammal,45.987899,-114.121002,coordinates,28,0.647704,3.811252,0.067128,0,1.039999962,23.61290323,10,NA,54.4,NA
P42_Latch,Latch,Odocoileus_hemionus,mammal,45.554599,-109.439002,coordinates,30,0.66471,4.008572,0.043532,0,3.086666743,21.51238095,10,640.8,52.6,NA
P43_Latch,Latch,Odocoileus_hemionus,mammal,46.482398,-103.675003,coordinates,30,0.652333,3.77825,0.061598,0,1.039999962,14.23684211,10,640.3,56.3,NA
P44_Latch,Latch,Odocoileus_hemionus,mammal,42.086498,-103.083999,coordinates,30,0.624889,3.525022,0.101077,0,1.039999962,13.93237705,10,15.5,9.3,27.4
P45_Latch,Latch,Odocoileus_hemionus,mammal,40.352298,-100.521003,coordinates,29,0.607669,3.669924,0.125337,0,15.29249978,12.75052411,10,186.9,38.8,NA
P46_Latch,Latch,Odocoileus_hemionus,mammal,32.379901,-104.783996,coordinates,27,0.603292,3.502312,0.130507,0,1.039999962,5.995412844,10,88.2,25.6,NA
P47_Latch,Latch,Odocoileus_hemionus,mammal,36.851299,-104.446998,coordinates,29,0.612842,3.639158,0.117892,1,2.069999933,31.37826087,10,557,40.5,NA
P48_Latch,Latch,Odocoileus_hemionus,mammal,38.2481,-114.261001,coordinates,27,0.677366,3.847012,0.023749,0,1.039999962,4.573875803,10,66,25.2,NA
P49_Latch,Latch,Odocoileus_hemionus,mammal,41.303699,-115.068,coordinates,30,0.655611,3.840002,0.056883,0,1.039999962,12.32231405,10,120.3,36.4,NA
P50_Latch,Latch,Odocoileus_hemionus,mammal,44.604,-123.632003,coordinates,30,0.644587,3.810098,0.072629,0,6.149999857,19.64007782,10,1348.9,49.3,NA
P51_Latch,Latch,Odocoileus_hemionus,mammal,44.529499,-119.092002,coordinates,28,0.666773,3.784934,0.039663,0,1.039999962,13.30813953,10,NA,NA,NA
P52_Latch,Latch,Odocoileus_hemionus,mammal,42.737598,-123.098999,coordinates,43,0.670167,4.070745,0.040746,0,11.89499998,14.38323353,10,73.5,35.4,431.1
P53_Latch,Latch,Odocoileus_hemionus,mammal,43.4155,-103.330001,coordinates,30,0.655667,3.773148,0.056803,0,3.0625,31.54690619,10,NA,65.2,NA
