pop,author,species,class,lat,lon,geo_meth,num_individuals,gene_diversity,allelic_richness,global_fst,urban,popden,hfi,num_loci,Ne,Ne_lower,Ne_upper
1,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,38,0.871393,6.679716,-0.006547,0,3.7633334,16.72275335,5,NA,NA,NA
1_Reding,Reding,Lynx_rufus,mammal,34.75524,-93.49529,averagedindividualcoords,32,0.755998,4.535325,0.044769,0,6.799999873,20.88222222,15,180.7,66.9,NA
10,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,110,0.881178,6.71633,-0.00242,0,10.94999981,29.58959538,5,84.1,26.6,NA
10_Reding,Reding,Lynx_rufus,mammal,46.32069,-103.09493,averagedindividualcoords,29,0.747269,4.507524,0.054056,0,1.039999962,10.03977273,15,51.4,31.1,116.3
11,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,50,0.869453,6.572732,0.003936,0,5.110000134,34.87763713,5,NA,166.4,NA
11_Reding,Reding,Lynx_rufus,mammal,34.34591,-107.40565,averagedindividualcoords,14,0.766156,4.877495,0.011963,0,1.039999962,7.503386005,15,NA,62.9,NA
12,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,38,0.868769,6.721116,-0.008837,0,17.11750054,25.81128405,5,23.9,2.8,NA
12_Reding,Reding,Lynx_rufus,mammal,31.79925,-94.6632,averagedindividualcoords,14,0.758324,4.846449,0.021286,0,17.58333302,26.74186047,15,NA,52.4,NA
13,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,54,0.868102,6.557831,0.002982,0,1.807500005,15.30919765,5,124.5,12.9,NA
13_Reding,Reding,Lynx_rufus,mammal,30.79219,-84.13753,averagedindividualcoords,31,0.74449,4.570204,0.058944,1,30.25999928,26.7587822,15,780.8,85.5,NA
14,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,62,0.854773,6.379836,0.02129,0,2.569999933,16.0234375,5,11.6,3,49.1
14_Reding,Reding,Lynx_rufus,mammal,41.1427,-93.79712,averagedindividualcoords,111,0.75699,4.402711,0.054349,0,4.102500081,34.24948025,15,3237.4,386.4,NA
15,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,40,0.862894,6.542479,0.004217,0,15.17000008,30.46346154,5,3068.4,19.4,NA
15_Reding,Reding,Lynx_rufus,mammal,38.34292,-89.28878,averagedindividualcoords,20,0.7292,4.423018,0.067693,1,27.46333345,50.76077586,15,127.1,33.6,NA
16_Reding,Reding,Lynx_rufus,mammal,38.69512,-86.77267,averagedindividualcoords,32,0.706684,4.227335,0.10718,0,10.56500006,29.74089936,15,92.4,45.4,706.1
17_Reding,Reding,Lynx_rufus,mammal,38.87416,-96.71697,averagedindividualcoords,65,0.74555,4.32096,0.065452,0,2.069999933,19.50530786,15,NA,367.6,NA
18_Reding,Reding,Lynx_rufus,mammal,36.69104,-86.89385,averagedindividualcoords,32,0.741602,4.465628,0.063147,0,12.51666673,37.69498911,15,84.3,44.3,357.4
19_Reding,Reding,Lynx_rufus,mammal,44.66497,-84.88509,averagedindividualcoords,17,0.635294,3.469416,0.186044,0,14.91666698,26.88932039,15,NA,72.2,NA
2,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,56,0.872306,6.667151,0.002611,1,18.09000047,42.34622824,5,378.8,24.1,NA
2_Reding,Reding,Lynx_rufus,mammal,33.89484,-110.93873,averagedindividualcoords,56,0.778741,4.851458,0.022876,0,1.039999962,8.837899543,15,297.7,126.6,NA
20_Reding,Reding,Lynx_rufus,mammal,41.79945,-72.71409,averagedindividualcoords,16,0.660807,3.907711,0.151749,1,651.6449966,74.12170385,15,NA,277.2,NA
21_Reding,Reding,Lynx_rufus,mammal,44.84597,-68.39668,averagedindividualcoords,22,0.640521,3.636709,0.183893,0,2.057500005,13.36821705,15,50.8,23.1,1338.3
22_Reding,Reding,Lynx_rufus,mammal,46.71737,-94.19438,averagedindividualcoords,43,0.729307,4.137819,0.081872,0,11.08999991,23.26515152,15,NA,206.6,NA
23_Reding,Reding,Lynx_rufus,mammal,32.84969,-89.09338,averagedindividualcoords,52,0.759184,4.691424,0.046731,1,13.18666649,46.68577982,15,NA,260.8,NA
24_Reding,Reding,Lynx_rufus,mammal,45.79912,-110.58483,averagedindividualcoords,11,0.723967,4.563913,0.056844,0,1.039999962,19.11047619,15,NA,27,NA
25_Reding,Reding,Lynx_rufus,mammal,40.19813,-121.7622,averagedindividualcoords,24,0.746817,4.517874,0.05154,0,1.039999962,7.294605809,15,162.2,52.7,NA
26_Reding,Reding,Lynx_rufus,mammal,40.73307,-98.95279,averagedindividualcoords,80,0.772926,4.593048,0.032583,1,5.892499804,54.00619835,15,264.5,136,1595.2
27_Reding,Reding,Lynx_rufus,mammal,41.6288,-115.0192,averagedindividualcoords,20,0.7379,4.541809,0.05877,0,1.039999962,6.024489796,15,213.7,49,NA
28_Reding,Reding,Lynx_rufus,mammal,45.16572,-120.36348,averagedindividualcoords,27,0.722612,4.464757,0.083774,0,1.039999962,11.75576923,15,344.5,61.6,NA
29_Reding,Reding,Lynx_rufus,mammal,47.76591,-115.17049,averagedindividualcoords,20,0.73125,4.451055,0.067342,0,1.039999962,9.810313076,15,118.1,40.2,NA
3,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,54,0.863929,6.580617,0.007907,1,10.94999981,41.63492063,5,312,13.8,NA
3_Reding,Reding,Lynx_rufus,mammal,34.59744,-78.81521,averagedindividualcoords,42,0.741585,4.476724,0.066659,0,27.44749928,39.51121076,15,76.2,46.4,169
3_Wheeldon_Ewolf,Wheeldon,Canis_lycaon,mammal,45.974764,-78.41431,googlemaps,62,0.616307,3.696006,NA,0,1.039999962,7.811428571,12,21.1,15.7,28.7
30_Reding,Reding,Lynx_rufus,mammal,43.11127,-99.67661,averagedindividualcoords,31,0.769262,4.660935,0.027169,0,1.039999962,18.84368737,15,107.8,49.9,NA
31_Reding,Reding,Lynx_rufus,mammal,39.79218,-93.11392,averagedindividualcoords,68,0.758287,4.454285,0.049772,1,13.13000011,49.01059322,15,1749.5,209.8,NA
32_Reding,Reding,Lynx_rufus,mammal,33.78353,-98.69973,averagedindividualcoords,22,0.763532,4.758593,0.028227,0,2.069999933,25.3446712,15,132.7,44,NA
33_Reding,Reding,Lynx_rufus,mammal,40.5123,-118.31883,averagedindividualcoords,27,0.756037,4.691465,0.04205,0,1.039999962,20.71725572,15,1858.9,87.6,NA
34_Reding,Reding,Lynx_rufus,mammal,45.55491,-123.14852,averagedindividualcoords,30,0.707822,4.037993,0.104195,1,68.2875011,41.19694073,15,234,56.1,NA
35_Reding,Reding,Lynx_rufus,mammal,41.93382,-75.78977,averagedindividualcoords,44,0.721084,4.192629,0.091974,1,27.41750002,38.68916155,15,103.9,53.9,489.9
36_Reding,Reding,Lynx_rufus,mammal,37.11679,-100.82674,averagedindividualcoords,28,0.78448,4.937832,0.006684,1,1.039999962,26.98478261,15,93.2,42.7,NA
37_Reding,Reding,Lynx_rufus,mammal,33.87046,-117.91871,averagedindividualcoords,29,0.736623,4.370068,0.067906,1,3149.454895,79.60997732,15,36.2,23.5,65.8
38_Reding,Reding,Lynx_rufus,mammal,37.57079,-91.4812,averagedindividualcoords,49,0.764796,4.603135,0.03902,1,4.110000134,23.23913043,15,167.8,82.4,1661.1
39_Reding,Reding,Lynx_rufus,mammal,43.20339,-119.93717,averagedindividualcoords,18,0.754686,4.685558,0.03426,0,1.039999962,9.096385542,15,NA,77.6,NA
4,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,34,0.846092,6.350514,0.017381,0,1.039999962,19.34368932,5,NA,7.7,NA
4_Reding,Reding,Lynx_rufus,mammal,44.93476,-116.27685,averagedindividualcoords,25,0.736352,4.450028,0.065086,0,1.039999962,21.35812133,15,105.3,41.6,NA
4_Wheeldon_Gwolf,Wheeldon,Canis_lupus,mammal,47.7,-79.85,coordinates,62,0.664976,3.952549,NA,0,5.845000029,36.53531599,12,35.8,26,51.7
40_Reding,Reding,Lynx_rufus,mammal,26.26998,-81.35788,averagedindividualcoords,25,0.711495,4.241462,0.096501,0,4.110000134,20.97051597,15,34.3,21.8,66.1
41_Reding,Reding,Lynx_rufus,mammal,37.79932,-116.90372,averagedindividualcoords,29,0.756618,4.690972,0.042049,0,1.039999962,6.025806452,15,NA,195.9,NA
42_Reding,Reding,Lynx_rufus,mammal,29.06472,-99.31379,averagedindividualcoords,11,0.77808,5.096135,-0.014656,0,5.110000134,13.39904988,15,38.6,14.9,NA
43_Reding,Reding,Lynx_rufus,mammal,38.17877,-93.7482,averagedindividualcoords,26,0.735005,4.369854,0.067332,0,7.090000153,37.91360691,15,NA,95.3,NA
44_Reding,Reding,Lynx_rufus,mammal,43.5126,-123.39656,averagedindividualcoords,27,0.714491,4.19625,0.09436,0,10.14250016,27.61630219,15,NA,349.1,NA
45_Reding,Reding,Lynx_rufus,mammal,46.18883,-86.5668,averagedindividualcoords,14,0.70119,4.080929,0.095744,0,2.069999933,10.77946768,15,58.1,21.9,NA
46_Reding,Reding,Lynx_rufus,mammal,40.71948,-110.80754,averagedindividualcoords,31,0.757533,4.676828,0.042427,0,1.039999962,14.2406639,15,NA,706.3,NA
47_Reding,Reding,Lynx_rufus,mammal,37.8435,-81.90709,averagedindividualcoords,41,0.763774,4.603399,0.038306,1,28.7125001,40.00652174,15,191.1,82.5,NA
48_Reding,Reding,Lynx_rufus,mammal,43.84989,-72.35031,averagedindividualcoords,27,0.666148,3.729656,0.155345,0,19.07500076,25.91141732,15,80.3,34.3,NA
49_Reding,Reding,Lynx_rufus,mammal,45.79787,-90.34871,averagedindividualcoords,65,0.736043,4.21457,0.077233,0,5.872500062,23.57170172,15,631,170,NA
5,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,98,0.877547,6.64011,0.000706,0,10.94999981,36.17213115,5,375.2,43.8,NA
5_Reding,Reding,Lynx_rufus,mammal,39.33188,-115.68208,averagedindividualcoords,22,0.749725,4.658109,0.046002,0,1.039999962,8.29769392,15,NA,79.3,NA
50_Reding,Reding,Lynx_rufus,mammal,40.92053,-78.66702,averagedindividualcoords,16,0.710997,4.174708,0.083546,0,10.90499973,37.52390852,15,111.5,27.7,NA
51_Reding,Reding,Lynx_rufus,mammal,30.93579,-104.11531,averagedindividualcoords,15,0.76237,4.880658,0.019267,0,1.039999962,7.386792453,15,161,37.9,NA
52_Reding,Reding,Lynx_rufus,mammal,42.91715,-106.47539,averagedindividualcoords,15,0.750937,4.70304,0.033797,1,8.395000219,38.8832998,15,NA,58.3,NA
6,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,76,0.875094,6.632082,0.001205,1,123.0300045,70.72605791,5,96.7,19.7,NA
6_Reding,Reding,Lynx_rufus,mammal,38.96012,-108.49161,averagedindividualcoords,50,0.735482,4.446966,0.075294,1,1.039999962,26.93855932,15,158.7,73.9,9371.8
7,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,62,0.873628,6.613128,0.000869,0,5.110000134,21.6765873,5,17.6,4,104.7
7_Reding,Reding,Lynx_rufus,mammal,35.51455,-96.51568,averagedindividualcoords,13,0.760821,4.694019,0.015797,0,6.595000148,29.78125,15,591.7,37.8,NA
8,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,82,0.881889,6.729289,-0.0055,0,4.110000134,23.34345351,5,28.7,9.9,186.5
8_Reding,Reding,Lynx_rufus,mammal,37.33356,-110.10476,averagedindividualcoords,16,0.746615,4.572158,0.041602,0,1.039999962,13.31670282,15,NA,48.6,NA
9,Johnson,Myotis_septentrionalis,mammal,NA,NA,coordinates,42,0.87057,6.751306,-0.003006,0,10.94999981,31.55270655,5,NA,14.8,NA
9_Reding,Reding,Lynx_rufus,mammal,31.67227,-100.616,averagedindividualcoords,22,0.788292,4.980414,-0.003073,0,5.110000134,19.42361111,15,115.5,44.8,NA
A192SITEB,Rogic,Peromyscus_leucopus,mammal,45.483545,-73.23101,coordinates,32,0.830294,5.718544,0.028115,1,251.6500015,68.9460501,11,124.7,39.8,NA
A223SITEA,Rogic,Peromyscus_leucopus,mammal,45.482063,-73.17459,coordinates,35,0.846961,6.06091,0.009965,1,202.3300018,63.24184261,11,99.2,39.9,NA
A224SITEC,Rogic,Peromyscus_leucopus,mammal,45.449538,-72.90899,coordinates,34,0.83914,6.088293,0.018843,1,39.80500031,47.07677543,11,50,27.5,143.4
A294SITEE,Rogic,Peromyscus_leucopus,mammal,45.388053,-73.20151,coordinates,34,0.849341,6.011466,0.006764,1,83.09000206,66.55384615,11,127.5,47.5,NA
A300SITEF,Rogic,Peromyscus_leucopus,mammal,45.423863,-73.06536,coordinates,35,0.855642,6.183759,-0.00051,1,91.45166747,53.30326296,11,46.1,24.4,155.3
A301SITED,Rogic,Peromyscus_leucopus,mammal,45.495871,-73.31651,coordinates,31,0.816038,5.64537,0.044096,1,466.1899948,73.32115385,11,19.4,12.1,35.5
A302SITEI,Rogic,Peromyscus_leucopus,mammal,45.520553,-73.20236,coordinates,35,0.832866,5.85185,0.026126,1,397.875,66.8374761,11,91.4,36,NA
AB,Rico,Taxidea_taxus,mammal,51.092538,-112.224228,ARCgeoref,39,0.783873,4.967124,0.009519,0,1.039999962,13.41074523,20,128.1,76.4,329.4
AB13,Puckett,Ursus_americanus,mammal,54.058568,-115.928059,averagedindividualcoords,13,0.779435,5.238827,0.047019,0,1.039999962,10.04677419,15,60.9,21,NA
Adams_AKA,Adams,Poecile_atricapillus,bird,61.4249,-149.2035,coordinates,32,0.61239,3.847222,0.159093,1,4.110000134,34.95596591,11,NA,111.1,NA
Adams_AKF,Adams,Poecile_atricapillus,bird,64.2072,-147.2111,coordinates,32,0.638496,4.055739,0.123548,0,1.039999962,0.554892601,11,113.7,34.3,NA
Adams_AKW,Adams,Poecile_atricapillus,bird,61.8039,-145.0931,coordinates,20,0.576907,3.695438,0.198602,0,1.039999962,15.31865285,11,38.2,10.4,NA
Adams_BCR,Adams,Poecile_atricapillus,bird,50.9807,-118.1817,coordinates,54,0.717122,4.878979,0.021421,1,1.039999962,32.12607945,11,1629.9,81.4,NA
Adams_CAB,Adams,Poecile_atricapillus,bird,53.2981,-115.1566,coordinates,30,0.723995,4.95293,0.004846,0,2.069999933,16.20228385,11,225.4,42.7,NA
Adams_CID,Adams,Poecile_atricapillus,bird,44.9291,-116.154,coordinates,21,0.676193,4.661845,0.063697,0,1.81249994,29.86744639,11,167.4,22.3,NA
Adams_CO,Adams,Poecile_atricapillus,bird,40.1711,-105.3413,coordinates,21,0.668414,4.317833,0.075167,0,13.1899997,23.36554622,11,27.7,14.2,94.5
Adams_FtStJ,Adams,Poecile_atricapillus,bird,54.6453,-124.3946,coordinates,61,0.72623,4.994738,0.010541,0,1.039999962,10.24920128,11,105181.2,106.1,NA
Adams_ID,Adams,Poecile_atricapillus,bird,47.501,-116.7914,coordinates,30,0.718337,4.859679,0.012732,0,2.829999983,24.61481481,11,23.5,13.3,52
Adams_IL,Adams,Poecile_atricapillus,bird,41.3588,-88.4651,coordinates,14,0.640109,4.367995,0.099221,1,80.41249895,55.47835052,11,168,14.7,NA
Adams_LAB,Adams,Poecile_atricapillus,bird,53.3292,-60.37,coordinates,5,0.648207,18.3,0.080016,1,12.14333312,54.66758242,11,NA,NA,NA
Adams_LETH,Adams,Poecile_atricapillus,bird,49.6939,-112.8625,coordinates,19,0.673097,4.714522,0.065927,1,223.2825046,61.43161634,11,33.5,13.2,NA
Adams_MB,Adams,Poecile_atricapillus,bird,50.2898,-98.2522,coordinates,11,0.695721,4.857088,0.01535,0,2.059999943,5.552083333,11,79.8,10.3,NA
Adams_MI,Adams,Poecile_atricapillus,bird,44.7404,-85.8333,coordinates,34,0.725831,5.081489,0.003286,1,58.92749977,31.99227799,11,779,41.7,NA
Adams_MO,Adams,Poecile_atricapillus,bird,38.9053,-91.9269,coordinates,11,0.70326,5.327778,0.003252,1,67.52000165,46.88347458,11,27.4,5.9,NA
Adams_MT,Adams,Poecile_atricapillus,bird,46.0765,-111.5521,coordinates,29,0.70251,4.494682,0.034338,0,1.039999962,19.19201521,11,195.2,38.4,NA
Adams_NBC,Adams,Poecile_atricapillus,bird,54.8883,-127.7665,coordinates,43,0.701192,4.889513,0.041561,0,1.039999962,1.949764521,11,542.1,59.6,NA
Adams_NC,Adams,Poecile_atricapillus,bird,35.5164,-81.1243,coordinates,5,0.387677,22.636364,0.171956,1,77.20750237,41.51002227,11,NA,NA,NA
Adams_NEOR,Adams,Poecile_atricapillus,bird,45.2441,-118.0606,coordinates,15,0.68899,8.057684,0.007175,1,2.322499931,24.24854369,11,33.3,9.9,NA
Adams_NL,Adams,Poecile_atricapillus,bird,49.9483,-56.2473,coordinates,35,0.661871,4.331386,0.092341,0,3.079999924,28.8962818,11,NA,103.9,NA
Adams_NM,Adams,Poecile_atricapillus,bird,35.7104,-105.8804,coordinates,11,0.666208,4.031211,0.056071,1,138.4033286,42.24721604,11,NA,14.4,NA
Adams_NSNB,Adams,Poecile_atricapillus,bird,46.2215,-64.0937,coordinates,111,0.736632,5.1798,0.000409,0,10.5150001,31.59183673,11,165.3,74.5,2341.7
Adams_NWBC,Adams,Poecile_atricapillus,bird,58.3003,-130.6677,coordinates,17,0.698031,4.691982,0.028424,0,1.039999962,9.565217391,11,32.8,12.3,NA
Adams_ON,Adams,Poecile_atricapillus,bird,44.5666,-76.3167,coordinates,33,0.724372,5.192665,0.00491,0,7.630000114,23.62695313,11,50.8,20.5,NA
Adams_PG,Adams,Poecile_atricapillus,bird,53.8936,-122.8289,coordinates,30,0.688032,11.202959,-0.022166,1,176.2680006,59.23987034,11,NA,27.7,NA
Adams_SAB,Adams,Poecile_atricapillus,bird,49.2072,-114.1357,coordinates,52,0.703041,4.704584,0.040874,0,1.039999962,8.809608541,11,167.6,59.8,NA
Adams_SD,Adams,Poecile_atricapillus,bird,43.8065,-103.4944,coordinates,17,0.685561,4.312623,0.045598,0,3.59499985,21.69230769,11,232.5,23.4,NA
Adams_SK,Adams,Poecile_atricapillus,bird,53.8749,-106.1137,coordinates,33,0.702436,4.708421,0.035412,0,1.039999962,11.93658537,11,34.7,17.7,121
Adams_SOR,Adams,Poecile_atricapillus,bird,42.2981,-122.794,coordinates,15,0.627669,7.572805,0.097445,1,92.66666603,50.60808081,11,35.3,9.1,NA
Adams_UT,Adams,Poecile_atricapillus,bird,41.3436,-111.2951,coordinates,30,0.70257,4.692931,0.034468,0,3.080000043,6.565217391,11,29,16.3,70.6
Adams_WA,Adams,Poecile_atricapillus,bird,47.3096,-121.8213,coordinates,27,0.679822,4.309444,0.062008,0,11.64000034,18.34392523,11,NA,50.1,NA
Adams_WV,Adams,Poecile_atricapillus,bird,37.5237,-80.8948,coordinates,13,0.688346,8.699995,0.01981,0,20.42499995,27.52699784,11,NA,11.8,NA
AK10,Puckett,Ursus_americanus,mammal,59.942152,-150.907449,averagedindividualcoords,10,0.71979,4.257456,0.163081,0,1.039999962,4.730662983,15,30.1,10.8,NA
AKA_Lait,Lait,Poecile_hudsonicus,bird,61.36,-149.33,coordinates,35,0.841108,5.965084,0.011322,1,26.15000038,39.05718085,6,NA,61.1,NA
AKc30,Puckett,Ursus_americanus,mammal,58.353825,-134.856852,averagedindividualcoords,20,0.774572,4.838477,0.066569,0,1.039999962,15.12,15,25.1,17,42.1
AKF_Lait,Lait,Poecile_hudsonicus,bird,64.82,-147.69,coordinates,34,0.846093,6.004099,0.00518,1,97.7799981,64.10836278,6,NA,187.8,NA
AKW_Lait,Lait,Poecile_hudsonicus,bird,61.78,-145.05,coordinates,24,0.840712,5.983591,0.005321,0,1.039999962,15.59689922,6,NA,40.5,NA
Alaska_Wildlife_Conservation_Ctr_Cronin_PBWB,Cronin,Bison_bison,mammal,60.825211,-148.98321,googlemaps,25,0.426329,2.622989,0.181296,0,1.039999962,21.44193062,29,35,21.7,71
Anchorage_Wilson,Wilson,Alces_alces,mammal,61.23664,-149.70086,googlemaps,40,0.513813,2.843096,0.00566,1,268.1371433,64.41120219,10,NA,84.7,NA
Anderson_cent,Anderson,Microdipodops_megacephalus,mammal,38.93177,-115.71472,googlemaps,69,0.820564,5.234266,0.042179,0,1.039999962,8.714587738,11,172.5,89.1,843.9
Anderson_east,Anderson,Microdipodops_megacephalus,mammal,38.40495,-113.00976,googlemaps,49,0.798078,4.967079,0.065634,0,1.039999962,16.32340426,11,159.4,71.9,NA
Anderson_east_pallidus,Anderson,Microdipodops_pallidus,mammal,38.12178,-117.23987,googlemaps,42,0.731479,4.423626,0.083867,0,1.039999962,15.09381663,10,573.4,80.8,NA
Anderson_west,Anderson,Microdipodops_megacephalus,mammal,41.76939,-118.7825,googlemaps,62,0.729435,4.689062,0.147752,0,1.039999962,7.564681725,11,109.8,58.3,394.9
Anderson_west_pallidus,Anderson,Microdipodops_pallidus,mammal,38.511074,-118.17777,googlemaps,63,0.733576,4.763019,0.084746,0,1.039999962,11.70600858,10,95.1,50.6,321.8
Andreasen_Nevada,Andreasen,Puma_concolor,mammal,40.02498,-116.82768,averagedindividualcoords,739,0.540302,2.838536,NA,0,1.039999962,0.427672956,13,124.5,101.9,151.2
AP,MunshiSouth,Peromyscus_leucopus,mammal,40.753843,-73.73843,googlemaps,9,0.789234,5.501998,0.07534,1,3583.17334,86.77990431,18,15.3,9,33.7
AROu97,Puckett,Ursus_americanus,mammal,34.682923,-93.990484,averagedindividualcoords,78,0.723013,4.378336,0.094868,0,5.620000124,21.60714286,15,47.5,36.5,64
ArOz99,Puckett,Ursus_americanus,mammal,35.697559,-93.835625,averagedindividualcoords,98,0.771882,4.633161,0.034984,0,4.110000134,17.87610619,15,122,88.5,184
Athrey_Kerr_Howfaristooclose,Athrey,Vireo_atricapilla,bird,30.08634,-99.50537,averagedindividualcoords,160,0.822922,5.637199,NA,0,5.110000134,15.83294118,12,47.9,39,59.3
Atlantic_Canada_DurbanJackson,DurbanJackson,Charadrius_melodus,bird,45.823248,-63.466221,coordinates,66,0.219927,1.570515,0.424377,0,9.156666597,26.64548495,8,NA,23.2,NA
Atlantic_USA_DurbanJackson,DurbanJackson,Charadrius_melodus,bird,39.832152,-74.09219,coordinates,70,0.260345,1.783266,0.318834,1,229.2899933,64.63541667,8,35.4,6.1,NA
Avery_Iowa,Avery,Sialia_sialis,bird,41.726522,-91.724297,coordinates,9,0.667695,4.426552,0.01616,1,52.56999922,49.20944559,12,69.4,11.7,NA
Avery_Minnesota,Avery,Sialia_sialis,bird,46.273336,-94.331097,coordinates,24,0.724392,4.783896,-0.029532,1,9.130000114,35.90548204,12,NA,56.3,NA
Avery_NC,Avery,Sialia_sialis,bird,35.176039,-79.574931,coordinates,23,0.697149,4.478779,0.00827,1,62.77666442,27.65470852,12,72.2,28.5,NA
Avery_NJ,Avery,Sialia_sialis,bird,40.542661,-74.642275,coordinates,17,0.691321,4.538679,0.008787,1,587.340004,53.9068323,12,63.4,20.4,NA
AZ09,Puckett,Ursus_americanus,mammal,34.327248,-111.485519,averagedindividualcoords,8,0.601966,3.454545,0.322721,0,8.827500105,23.09954751,15,NA,13.4,NA
BAC_6,TaylorandHoffmann,Peromyscus_leucopus,mammal,39.5126,-84.7077,coordinates,7,0.775652,5.61695,0.073105,1,46.57250071,47.77848101,10,11.2,2.5,NA
Baerwald_Alberta_Laci,Baerwald,Lasiurus_cinereus,mammal,49.58444,-113.79666,coordinates,132,0.879602,6.514026,NA,0,2.399999936,28.48571429,19,1495.5,405.1,NA
Baerwald_Alberta_Lano,Baerwald,Lasionycteris_noctivagans,mammal,49.58444,-113.79666,coordinates,87,0.8256,5.472118,NA,0,2.399999936,28.48571429,18,350,190.1,1482.1
Barr_CW_1,Barr,Campylorhynchus_brunneicapillus,bird,34.225672,-118.920617,averagedindividualcoords,15,0.569256,4.846675,0.067253,1,506.2499924,60.13013699,15,19.2,12.2,36
Barr_CW_10,Barr,Campylorhynchus_brunneicapillus,bird,32.850169,-116.907965,averagedindividualcoords,11,0.605379,5.180207,0.047115,1,464.2224989,59.04816514,15,15.9,8.5,43
Barr_CW_11,Barr,Campylorhynchus_brunneicapillus,bird,32.709202,-117.026621,averagedindividualcoords,21,0.626334,5.310722,0.040472,1,1444.084938,72.2004662,15,26.1,17.8,43.4
Barr_CW_12,Barr,Campylorhynchus_brunneicapillus,bird,32.598639,-116.961512,averagedindividualcoords,16,0.662997,5.328346,0.012799,1,347.9599915,63.76728111,15,14.3,10.1,21.7
Barr_CW_2,Barr,Campylorhynchus_brunneicapillus,bird,33.743398,-118.392825,averagedindividualcoords,8,0.544686,4.652268,0.073615,1,0,65.7751938,15,12.3,5.3,52.4
Barr_CW_3,Barr,Campylorhynchus_brunneicapillus,bird,34.110421,-117.852098,averagedindividualcoords,34,0.599225,5.175902,0.061869,1,1802.909993,67.70588235,15,56.7,38.4,97.3
Barr_CW_4,Barr,Campylorhynchus_brunneicapillus,bird,33.982591,-117.8623,averagedindividualcoords,22,0.625845,5.244585,0.046774,1,1105.436656,64.49430524,15,15.9,11.7,22.6
Barr_CW_5,Barr,Campylorhynchus_brunneicapillus,bird,34.092376,-117.140197,averagedindividualcoords,8,0.542614,4.761086,0.074674,1,469.6800028,60.86651584,15,26,9.4,NA
Barr_CW_6,Barr,Campylorhynchus_brunneicapillus,bird,33.650451,-117.63,averagedindividualcoords,141,0.651581,5.442149,0.035871,1,983.7766774,56.34101382,15,83.5,71.5,98.7
Barr_CW_7,Barr,Campylorhynchus_brunneicapillus,bird,33.609829,-117.800411,averagedindividualcoords,31,0.624947,5.262478,0.045616,1,1079.903341,65.43413174,15,17.4,13.8,22.1
Barr_CW_8,Barr,Campylorhynchus_brunneicapillus,bird,33.486351,-116.861609,averagedindividualcoords,16,0.595614,5.173781,0.055108,0,71.03750086,19.4124424,15,49,23.9,419.3
Barr_CW_9,Barr,Campylorhynchus_brunneicapillus,bird,33.106125,-117.005803,averagedindividualcoords,40,0.666737,5.333827,0.028458,1,869.2974892,45.83561644,15,51.4,38.1,74.5
BAT000979,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,26,0.788302,5.173845,-0.003212,0,33.62249994,45.7428023,9,NA,37,NA
BAT001116,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,60,0.807952,5.374672,-0.016141,0,3.084999979,20.61406844,9,1198.3,97,NA
BAT001166,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,40,0.810061,5.451502,-0.02314,0,4.100000083,20.20689655,9,NA,148.5,NA
BAT001255,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,54,0.80038,5.356455,-0.007598,0,4.110000134,22.17904762,9,NA,146.9,NA
BAT001354,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,126,0.810183,5.35541,-0.014078,0,10.94999981,38.17258883,9,680.7,178.3,NA
BAT001375,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,88,0.783817,5.103927,0.017212,0,10.94999981,31.1375969,9,3508.3,163.5,NA
BAT001453,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,29,0.78275,5.170544,0.006515,0,9.120000124,43.75052854,9,296.9,41.8,NA
BAT002054,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,15,0.787225,5.297862,-0.01692,0,10.94999981,31.93449782,9,90.3,16,NA
BAT002093,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,25,0.783776,5.228037,0.002132,1,16.30000035,42.80970874,9,NA,69.7,NA
BAT002131,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,60,0.790759,5.228445,0.005535,0,10.94999981,32.82285714,9,NA,NA,NA
BAT002183,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,70,0.778651,5.182201,0.022144,0,1.039999962,18.02490421,9,NA,148.5,NA
